order_id,order_date,product_id,product_name,category,supplier_name,warehouse,stock_quantity,order_quantity,cost_price,selling_price,delivery_days,region
ORD002049,2024-13-01,P167,Notebook,Stationary,"Global Distributors","Mumbai WH",630,111,174.15,221.88,two,North
ORD002050,2024/07/14,P239,"Cleaning Liquid",Utilities,"ABC Supplies","Mumbai WH",438,145,51.24,159.5,,North
ORD002031,,P232,"Water Bottle",Maintenance,"ABC Supplies","Delhi WH",NULL,101,?,92.66,8,North
ORD002032,2024-13-01,P159,Notebook,Stationary,"LMN Corp","Delhi WH",327,NULL,41.29,NULL,8,East
ORD002033,10/09/2024,P152,Notebook,Stationary,"Global Distributors","Pune WH",308,0,49.06,124.68,5,West
ORD002034,2024-13-01,P157,"Printer Paper",Utilities,"LMN Corp","Pune WH",NULL,36,114.24,124.78,,South
ORD002035,,P215,Notebook,Maintenance,"LMN Corp","Delhi WH",429,1,103.66,303.97,4,East
ORD002036,2024/12/26,P267,Notebook,Utilities,"ABC Supplies","Delhi WH",174,29,115.53,260.21,9,North
ORD002037,,P161,Pen,Stationary,"ABC Supplies","Mumbai WH",?,199,?,272.51,5,South
ORD002038,2024/02/09,P216,Marker,Stationary,"XYZ Traders","Pune WH",814,17,10.54,133.85,10,East
ORD002039,,P186,"Water Bottle",Maintenance,"LMN Corp","Mumbai WH",NULL,158,143.05,198.61,10,South
ORD002040,25/09/2024,P167,Pen,Utilities,"LMN Corp","Chennai WH",253,150,87.48,227.06,10,South
ORD002021,2024/05/09,P189,Notebook,Utilities,"XYZ Traders","Pune WH",?,123,56.58,309.83,1,West
ORD002022,20/06/2024,P100,Marker,Stationary,"XYZ Traders","Delhi WH",302,30,91.25,157.61,two,West
ORD002023,,P250,"Water Bottle",Stationary,"LMN Corp","Pune WH",NULL,NULL,63.17,279.03,,South
ORD002024,,P131,Pen,Maintenance,"LMN Corp","Chennai WH",262,0,127.97,276.71,,South
ORD002025,29/09/2024,P159,Notebook,Utilities,"ABC Supplies","Chennai WH",861,149,125.25,121.33,two,North
ORD002026,2024/11/18,P290,"Printer Paper",Maintenance,"XYZ Traders","Chennai WH",515,146,45.88,295,two,East
ORD002027,,P278,Notebook,Maintenance,"ABC Supplies","Mumbai WH",813,125,33.78,235.3,9,West
ORD002028,2024-13-01,P274,"Printer Paper",Maintenance,"XYZ Traders","Mumbai WH",?,159,193.41,127.08,two,South
ORD002029,,P134,Marker,Maintenance,"XYZ Traders","Mumbai WH",8,72,173.04,119.36,,North
ORD002030,,P188,Pen,Utilities,"Global Distributors","Mumbai WH",?,153,87.22,182.67,3,South
ORD002011,,P116,Pen,Utilities,"Global Distributors","Pune WH",761,97,140.01,340.69,8,East
ORD002012,2024/07/28,P252,"Printer Paper",Stationary,"LMN Corp","Mumbai WH",NULL,157,20.75,331.32,10,East
ORD002013,2024-13-01,P276,Notebook,Stationary,"ABC Supplies","Delhi WH",473,178,176.32,279.29,,South
ORD002014,,P173,Notebook,Utilities,"ABC Supplies","Pune WH",385,192,153.03,326.76,,West
ORD002015,2024-13-01,P262,"Cleaning Liquid",Maintenance,"LMN Corp","Pune WH",886,0,122.71,342.71,3,West
ORD002016,2024/02/15,P224,"Water Bottle",Maintenance,"Global Distributors","Delhi WH",547,0,69.8,222.49,8,North
ORD002017,2024-02-12,P106,"Water Bottle",Maintenance,"XYZ Traders","Delhi WH",434,68,144.93,274.43,two,West
ORD002018,,P103,"Cleaning Liquid",Maintenance,"LMN Corp","Pune WH",283,50,87.85,90.35,,North
ORD002019,,P266,"Cleaning Liquid",Stationary,"XYZ Traders","Pune WH",39,119,94.05,237.73,,North
ORD002020,2024-01-03,P188,Notebook,Utilities,"XYZ Traders","Mumbai WH",209,75,80.48,135.26,9,East
ORD002001,,P243,"Cleaning Liquid",Utilities,"ABC Supplies","Mumbai WH",455,123,158.13,203.3,,East
ORD002002,2024-03-18,P216,Notebook,Utilities,"XYZ Traders","Mumbai WH",368,171,72.83,125.87,9,North
ORD002003,2024-03-04,P192,"Water Bottle",Utilities,"XYZ Traders","Pune WH",882,84,149.44,178.69,9,East
ORD002004,2024-13-01,P244,Pen,Utilities,"Global Distributors","Delhi WH",572,79,70.98,118.93,8,South
ORD002005,,P178,Pen,Maintenance,"XYZ Traders","Delhi WH",NULL,98,13.89,NULL,1,East
ORD002006,2024-13-01,P156,Marker,Utilities,"Global Distributors","Pune WH",139,75,200.27,251.33,,North
ORD002007,2024-13-01,P279,Notebook,Utilities,"XYZ Traders","Mumbai WH",64,41,102.64,336.07,5,North
ORD002008,2024/08/17,P294,"Cleaning Liquid",Stationary,"ABC Supplies","Chennai WH",26,82,51.21,114.53,5,North
ORD002009,06/01/2024,P259,"Cleaning Liquid",Utilities,"Global Distributors","Pune WH",55,0,?,241.25,10,North
